NumberOfLoops_count;NumberOfComparisons_std;NumberOfLambdas_75%;NumberOfStringLiterals_max;RFC_std;NumberOfVariables_max;NumberOfStringLiterals_25%;LOCMethod_CK_mean;IsConstructor_freq;NumberOfUniqueWords_max;RFC_75%;NumberOfAnonymousClasses_min;NumberOfAnonymousClasses_std;NumberOfNumbers_count;NumberOfParenthesizedExps_count;Returns_min;RFC_50%;NumberOfMathOperations_mean;NumberOfLoops_min;LOCMethod_CK_std;NumberOfUniqueWords_75%;WMC_CK_mean;RFC_max;NumberOfParameters_CK_mean;NumberOfTryCatch_max;NumberOfParenthesizedExps_mean;NumberOfLoops_std;MaxNumberOfNestedBlocks_25%;IsConstructor_count;NumberOfTryCatch_75%;NumberOfInnerClasses_std;NumberOfComparisons_max;NumberOfComparisons_count;NumberOfAnonymousClasses_mean;NumberOfComparisons_75%;LOCMethod_CK_min;NumberOfParameters_CK_50%;NumberOfLambdas_std;NumberOfUniqueWords_std;NumberOfAnonymousClasses_75%;CBO_25%;Bugged;WMC_CK_25%;NumberOfLambdas_25%;NumberOfParenthesizedExps_max;NumberOfVariables_25%;NumberOfMathOperations_25%;NumberOfLogStatements_75%;NumberOfParameters_CK_count;LOCMethod_CK_50%;Returns_25%;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_50%;RFC_25%;Returns_mean;NumberOfMathOperations_75%;NumberOfStringLiterals_min;NumberOfNumbers_mean;NumberOfNumbers_max;NumberOfComparisons_min;NumberOfModifiers_std;NumberOfParameters_CK_75%;NumberOfModifiers_50%;NumberOfModifiers_max;NumberOfInnerClasses_25%;NumberOfAnonymousClasses_25%;NumberOfLogStatements_mean;NumberOfTryCatch_25%;NumberOfLoops_max;Returns_std;NumberOfStringLiterals_count;WMC_CK_count;NumberOfLambdas_min;NumberOfLogStatements_min;CBO_mean;WMC_CK_min;NumberOfTryCatch_count;NumberOfLoops_50%;MaxNumberOfNestedBlocks_50%;NumberOfLoops_mean;NumberOfUniqueWords_count;RFC_count;NumberOfNumbers_75%;WMC_CK_std;NumberOfModifiers_count;Returns_max;RFC_min;NumberOfComparisons_50%;NumberOfParenthesizedExps_std;NumberOfUniqueWords_50%;NumberOfLambdas_count;NumberOfLogStatements_std;NumberOfParameters_CK_25%;NumberOfVariables_mean;LOCMethod_CK_count;NumberOfInnerClasses_min;NumberOfNumbers_min;NumberOfAssignments_mean;NumberOfParenthesizedExps_25%;NumberOfNumbers_25%;NumberOfMathOperations_50%;WMC_CK_50%;NumberOfUniqueWords_25%;NumberOfMathOperations_std;NumberOfStringLiterals_std;NumberOfMathOperations_min;NumberOfStringLiterals_50%;MaxNumberOfNestedBlocks_std;IsConstructor_top;NumberOfComparisons_mean;NumberOfAssignments_min;NumberOfModifiers_75%;LOCMethod_CK_25%;NumberOfLoops_25%;Returns_50%;NumberOfLambdas_50%;MaxNumberOfNestedBlocks_min;NumberOfVariables_75%;NumberOfLogStatements_count;RFC_mean;IsConstructor_unique;NumberOfStringLiterals_mean;NumberOfLambdas_max;NumberOfInnerClasses_max;NumberOfAnonymousClasses_max;NumberOfAssignments_50%;CBO_50%;NumberOfVariables_std;NumberOfNumbers_50%;MaxNumberOfNestedBlocks_75%;NumberOfLoops_75%;NumberOfModifiers_min;NumberOfMathOperations_max;Returns_count;NumberOfTryCatch_mean;NumberOfVariables_min;NumberOfUniqueWords_min;WMC_CK_max;NumberOfTryCatch_min;NumberOfLogStatements_25%;NumberOfInnerClasses_count;NumberOfAnonymousClasses_count;CBO_min;NumberOfInnerClasses_mean;NumberOfLambdas_mean;WMC_CK_75%;NumberOfParenthesizedExps_min;NumberOfComparisons_25%;MaxNumberOfNestedBlocks_mean;NumberOfParameters_CK_min;NumberOfVariables_50%;NumberOfVariables_count;NumberOfAssignments_std;NumberOfModifiers_mean;NumberOfNumbers_std;NumberOfLogStatements_50%;CBO_std;NumberOfUniqueWords_mean;NumberOfAssignments_25%;NumberOfAssignments_count;CBO_count;NumberOfParameters_CK_std;CBO_max;NumberOfMathOperations_count;Returns_75%;NumberOfAssignments_75%;LOCMethod_CK_75%;NumberOfAssignments_max;NumberOfLogStatements_max;CBO_75%;NumberOfTryCatch_std;NumberOfParenthesizedExps_50%;NumberOfParenthesizedExps_75%;NumberOfStringLiterals_75%;NumberOfInnerClasses_75%;NumberOfAnonymousClasses_50%;NumberOfInnerClasses_50%;MaxNumberOfNestedBlocks_count;NumberOfParameters_CK_max;LOCMethod_CK_max;NumberOfModifiers_25%
2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.75;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.7071067811865476;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.5;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.25;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.5;0.0;2.0;2.0;0.0;0.0;2.0;0.75;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0
3.0;0.0;0.0;0.0;2.309401076758504;0.0;0.0;8.333333333333334;3.0;7.0;4.0;0.0;0.5773502691896258;3.0;3.0;0.0;4.0;0.0;0.0;4.618802153517006;7.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.0;3.0;0.0;0.0;2.8867513459481287;1.0;1.5;False;1.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;0.0;2.0;0.3333333333333333;0.0;0.0;1.6666666666666667;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.5;0.0;1.0;4.5;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;2.6666666666666665;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.5773502691896257;0.0;1.7320508075688772;5.333333333333333;0.0;3.0;3.0;0.0;3.0;3.0;0.5;0.0;11.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;11.0;1.0
3.0;0.0;0.0;0.0;2.309401076758504;0.0;0.0;8.333333333333334;3.0;7.0;4.0;0.0;0.5773502691896258;3.0;3.0;0.0;4.0;0.0;0.0;4.618802153517006;7.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.0;3.0;0.0;0.0;2.8867513459481287;1.0;1.5;False;1.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;0.0;2.0;0.3333333333333333;0.0;0.0;1.6666666666666667;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.5;0.0;1.0;4.5;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;2.6666666666666665;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.5773502691896257;0.0;1.7320508075688772;5.333333333333333;0.0;3.0;3.0;0.0;3.0;3.0;0.5;0.0;11.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;11.0;1.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0
3.0;0.0;0.0;0.0;1.7320508075688772;0.0;0.0;5.0;3.0;5.0;4.0;0.0;0.0;3.0;3.0;0.0;4.0;0.0;0.0;1.7320508075688772;3.5;1.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;1.7320508075688772;0.0;2.5;False;1.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;2.6666666666666665;1.0;3.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.5;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;4.5;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.7320508075688772;0.0;0.5773502691896258;3.0;0.0;3.0;3.0;0.0;3.0;3.0;0.0;0.0;6.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;6.0;1.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0
2.0;0.0;0.0;0.0;0.7071067811865476;1.0;0.0;4.5;2.0;8.0;2.75;0.0;0.0;2.0;2.0;0.0;2.5;0.0;0.0;0.7071067811865476;6.5;1.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;4.242640687119285;0.0;2.5;False;1.0;0.0;0.0;0.25;0.0;0.0;2.0;4.5;0.0;0.0;0.0;2.25;0.0;0.0;0.0;1.0;2.0;0.0;5.656854249492381;0.0;5.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;1.5;0.0;2.0;0.0;2.0;0.0;0.0;5.0;2.0;0.0;0.0;0.5;2.0;0.0;0.0;0.5;0.0;0.5;0.0;1.0;3.5;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;7.0;4.25;0.0;0.0;0.0;0.0;0.75;2.0;2.5;1.0;0.0;0.0;0.0;0.0;0.5;3.0;0.7071067811865476;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.0;0.7071067811865476;5.0;1.4142135623730951;0.0;1.4142135623730951;5.0;0.25;2.0;2.0;0.0;4.0;2.0;0.0;0.75;4.75;1.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;3.0
3.0;0.0;0.0;0.0;2.309401076758504;0.0;0.0;8.333333333333334;3.0;8.0;4.0;0.0;0.5773502691896258;3.0;3.0;0.0;4.0;0.0;0.0;4.618802153517006;8.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.0;3.0;0.0;0.0;3.4641016151377544;1.0;1.5;False;1.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;0.0;2.0;0.3333333333333333;0.0;0.0;1.6666666666666667;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;8.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.5;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;2.6666666666666665;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.5773502691896257;0.0;1.7320508075688772;6.0;0.0;3.0;3.0;0.0;3.0;3.0;0.5;0.0;11.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;11.0;1.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.75;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.7071067811865476;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.5;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.25;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.5;0.0;2.0;2.0;0.0;0.0;2.0;0.75;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0
2.0;0.0;0.0;0.0;3.5355339059327378;0.0;0.0;7.0;2.0;8.0;3.75;0.0;0.7071067811865476;2.0;2.0;0.0;2.5;0.0;0.0;5.656854249492381;6.5;1.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.5;0.0;3.0;0.0;0.0;4.242640687119285;0.75;1.25;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;0.25;0.0;0.0;1.25;0.5;0.0;0.0;1.5;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.25;0.0;0.0;0.0;0.7071067811865476;2.0;2.0;0.0;0.0;2.5;1.0;2.0;0.0;0.0;0.0;2.0;2.0;1.75;0.0;2.0;1.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.25;0.0;1.0;3.5;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;5.0;0.0;0.5;0.0;0.0;0.0;2.0;2.5;1.0;0.0;0.0;0.0;1.0;0.0;2.5;0.0;1.5;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.7071067811865476;0.0;3.5355339059327378;5.0;0.0;2.0;2.0;0.0;5.0;2.0;0.75;0.0;9.0;0.0;0.0;3.75;0.0;0.0;0.0;0.0;0.0;0.5;0.0;2.0;0.0;11.0;1.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.75;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.7071067811865476;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.5;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.25;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.5;0.0;2.0;2.0;0.0;0.0;2.0;0.75;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0
3.0;0.0;0.0;0.0;2.8867513459481287;0.0;0.0;8.333333333333334;3.0;10.0;5.0;0.0;0.5773502691896258;3.0;3.0;0.0;5.0;0.0;0.0;4.618802153517006;10.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.0;3.0;0.0;0.0;4.618802153517007;1.0;2.5;False;1.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;0.0;2.5;0.3333333333333333;0.0;0.0;1.6666666666666667;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;0.0;0.0;3.333333333333333;1.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;10.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.5;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;3.333333333333333;1.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.5773502691896257;0.0;2.8867513459481287;7.333333333333332;0.0;3.0;3.0;0.0;5.0;3.0;0.5;0.0;11.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;11.0;1.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.75;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.7071067811865476;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.5;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.25;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.5;0.0;2.0;2.0;0.0;0.0;2.0;0.75;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;4.0;1.0;1.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0
