NumberOfCoupledClasses;NumberOfMethods_Mood;NumberOfPublicAttributes;Cohesion;NumberOfPolymorphicMethods;NumberOfPrivateAttributes;NumberOfSubclasses;NumberOfProtectedAttributes;Bugged;NumberOfAttributes;NumberOfInheritedMethods;NumberPublicMethods;NumberOfAncestors;NumberUserDefinedAttributes
0.0;48.0;0.0;0.06547619047619048;47.0;22.0;0.0;0.0;True;22.0;0.0;47.0;0.0;0.0
0.0;12.0;0.0;0.2083333333333333;12.0;6.0;0.0;0.0;False;6.0;0.0;12.0;0.0;0.0
0.0;17.0;0.0;0.05882352941176471;16.0;10.0;0.0;0.0;True;10.0;0.0;16.0;0.0;0.0
0.0;13.0;0.0;0.1282051282051282;13.0;8.0;0.0;0.0;False;8.0;0.0;13.0;0.0;0.0
0.0;10.0;0.0;0.13333333333333333;10.0;5.0;0.0;0.0;True;5.0;0.0;9.0;0.0;0.0
0.0;41.0;0.0;0.2032520325203252;39.0;3.0;0.0;5.0;False;8.0;0.0;7.0;0.0;0.0
0.0;13.0;1.0;0.2692307692307692;13.0;0.0;0.0;6.0;False;7.0;0.0;12.0;0.0;0.0
0.0;9.0;0.0;0.16666666666666666;9.0;5.0;0.0;0.0;False;5.0;0.0;9.0;0.0;0.0
0.0;5.0;0.0;0.4;4.0;3.0;0.0;0.0;False;3.0;0.0;4.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;False;1.0;0.0;1.0;0.0;0.0
0.0;21.0;0.0;0.14285714285714285;20.0;9.0;0.0;0.0;False;9.0;0.0;20.0;0.0;0.0
0.0;64.0;0.0;0.04807692307692308;58.0;30.0;0.0;0.0;False;30.0;0.0;58.0;0.0;0.0
0.0;7.0;0.0;0.14285714285714285;7.0;4.0;0.0;0.0;False;4.0;0.0;7.0;0.0;0.0
0.0;14.0;0.0;0.16666666666666666;12.0;7.0;0.0;0.0;False;7.0;0.0;12.0;0.0;0.0
0.0;7.0;0.0;0.14285714285714285;7.0;3.0;0.0;0.0;False;3.0;0.0;7.0;0.0;0.0
0.0;17.0;0.0;0.08235294117647059;16.0;7.0;0.0;0.0;False;7.0;0.0;16.0;0.0;0.0
0.0;37.0;0.0;0.057432432432432436;33.0;15.0;0.0;0.0;False;15.0;0.0;33.0;0.0;0.0
0.0;58.0;0.0;0.05862068965517241;50.0;25.0;0.0;0.0;False;25.0;0.0;50.0;0.0;0.0
0.0;19.0;0.0;0.10526315789473684;19.0;9.0;0.0;1.0;False;10.0;0.0;19.0;0.0;0.0
0.0;12.0;0.0;0.2083333333333333;12.0;6.0;0.0;0.0;False;6.0;0.0;12.0;0.0;0.0
0.0;9.0;0.0;0.16666666666666666;9.0;5.0;0.0;0.0;False;5.0;0.0;9.0;0.0;0.0
0.0;46.0;0.0;0.07971014492753623;43.0;20.0;0.0;0.0;False;20.0;0.0;43.0;0.0;0.0
0.0;10.0;0.0;0.1;9.0;6.0;0.0;0.0;False;6.0;0.0;9.0;0.0;0.0
0.0;18.0;0.0;0.15555555555555556;16.0;8.0;0.0;0.0;False;8.0;0.0;16.0;0.0;0.0
0.0;16.0;0.0;0.09375;16.0;13.0;0.0;0.0;False;13.0;0.0;16.0;0.0;0.0
0.0;30.0;0.0;0.06666666666666668;29.0;9.0;0.0;0.0;False;9.0;0.0;29.0;0.0;0.0
0.0;20.0;0.0;0.08;19.0;6.0;0.0;0.0;False;6.0;0.0;19.0;0.0;0.0
0.0;20.0;0.0;0.13333333333333333;20.0;9.0;0.0;0.0;False;9.0;0.0;20.0;0.0;0.0
0.0;6.0;0.0;0.0;6.0;9.0;0.0;0.0;False;9.0;0.0;6.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;False;1.0;0.0;1.0;0.0;0.0
0.0;6.0;0.0;0.0;6.0;4.0;0.0;0.0;False;4.0;0.0;6.0;0.0;0.0
0.0;32.0;0.0;0.1;31.0;14.0;0.0;0.0;False;14.0;0.0;31.0;0.0;0.0
0.0;22.0;0.0;0.09090909090909093;22.0;9.0;0.0;0.0;False;9.0;0.0;22.0;0.0;0.0
0.0;49.0;0.0;0.09795918367346937;47.0;22.0;0.0;0.0;False;22.0;0.0;47.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;2.0;0.0;0.0;False;2.0;0.0;3.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0
0.0;20.0;0.0;0.12;17.0;9.0;0.0;0.0;False;9.0;0.0;17.0;0.0;0.0
0.0;4.0;0.0;0.0;4.0;6.0;0.0;0.0;False;6.0;0.0;4.0;0.0;0.0
0.0;2.0;0.0;0.5;2.0;0.0;0.0;1.0;False;1.0;0.0;2.0;0.0;0.0
0.0;19.0;0.0;0.13157894736842105;13.0;7.0;0.0;0.0;False;7.0;0.0;13.0;0.0;0.0
0.0;6.0;0.0;0.16666666666666666;6.0;2.0;0.0;0.0;False;2.0;0.0;3.0;0.0;0.0
0.0;23.0;0.0;0.10434782608695653;23.0;8.0;0.0;0.0;False;8.0;0.0;18.0;0.0;0.0
0.0;8.0;0.0;0.1875;8.0;3.0;0.0;0.0;False;3.0;0.0;5.0;0.0;0.0
0.0;8.0;0.0;0.125;8.0;3.0;0.0;0.0;False;3.0;0.0;8.0;0.0;0.0
0.0;12.0;0.0;0.1111111111111111;12.0;5.0;0.0;0.0;False;5.0;0.0;12.0;0.0;0.0
0.0;12.0;0.0;0.16666666666666666;12.0;5.0;0.0;0.0;False;5.0;0.0;12.0;0.0;0.0
0.0;15.0;0.0;0.13333333333333333;15.0;7.0;0.0;0.0;False;7.0;0.0;15.0;0.0;0.0
0.0;20.0;0.0;0.12;20.0;9.0;0.0;0.0;False;9.0;0.0;18.0;0.0;0.0
0.0;20.0;0.0;0.12;20.0;9.0;0.0;0.0;False;9.0;0.0;18.0;0.0;0.0
0.0;18.0;0.0;0.12222222222222222;18.0;8.0;0.0;0.0;False;8.0;0.0;16.0;0.0;0.0
0.0;18.0;0.0;0.12222222222222222;18.0;8.0;0.0;0.0;False;8.0;0.0;16.0;0.0;0.0
0.0;6.0;0.0;0.2083333333333333;6.0;2.0;0.0;0.0;False;2.0;0.0;4.0;0.0;0.0
0.0;6.0;0.0;0.2083333333333333;6.0;2.0;0.0;0.0;False;2.0;0.0;4.0;0.0;0.0
0.0;8.0;0.0;0.25;8.0;3.0;0.0;0.0;False;3.0;0.0;6.0;0.0;0.0
0.0;8.0;0.0;0.25;8.0;3.0;0.0;0.0;False;3.0;0.0;6.0;0.0;0.0
0.0;6.0;0.0;0.2777777777777778;6.0;2.0;0.0;0.0;False;2.0;0.0;4.0;0.0;0.0
0.0;6.0;0.0;0.2777777777777778;6.0;2.0;0.0;0.0;False;2.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;5.0;1.0;0.2;3.0;3.0;0.0;0.0;False;4.0;0.0;3.0;0.0;0.0
0.0;2.0;0.0;0.5;2.0;1.0;0.0;0.0;False;1.0;0.0;2.0;0.0;0.0
0.0;2.0;0.0;0.5;2.0;1.0;0.0;0.0;False;1.0;0.0;2.0;0.0;0.0
0.0;14.0;6.0;0.07142857142857142;14.0;3.0;0.0;0.0;False;9.0;0.0;14.0;0.0;0.0
0.0;2.0;0.0;0.5;2.0;1.0;0.0;0.0;False;1.0;0.0;2.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;False;3.0;0.0;1.0;0.0;0.0
0.0;4.0;0.0;0.25;4.0;1.0;0.0;1.0;False;2.0;0.0;2.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;2.0;0.0;0.0;False;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;2.0;0.0;0.0;False;2.0;0.0;3.0;0.0;0.0
0.0;1.0;8.0;1.0;0.0;0.0;0.0;0.0;False;8.0;0.0;1.0;0.0;0.0
0.0;6.0;0.0;0.43333333333333335;1.0;7.0;0.0;0.0;False;7.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;3.0;0.0;0.0;False;3.0;0.0;3.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0
0.0;2.0;0.0;0.5;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.35;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;0.0;0.0;1.0;False;1.0;0.0;2.0;0.0;0.0
0.0;8.0;15.0;0.16666666666666666;7.0;5.0;0.0;0.0;False;20.0;0.0;7.0;0.0;0.0
0.0;5.0;1.0;0.2;5.0;2.0;0.0;0.0;False;3.0;0.0;4.0;0.0;0.0
0.0;4.0;0.0;0.35;4.0;1.0;0.0;0.0;False;1.0;0.0;3.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;5.0;0.0;0.2;3.0;2.0;0.0;0.0;False;2.0;0.0;3.0;0.0;0.0
0.0;3.0;0.0;0.0;3.0;5.0;0.0;0.0;True;5.0;0.0;2.0;0.0;0.0
0.0;5.0;0.0;0.2;3.0;5.0;0.0;0.0;False;5.0;0.0;2.0;0.0;0.0
0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;False;1.0;0.0;3.0;0.0;0.0
0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;False;1.0;0.0;3.0;0.0;0.0
0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;False;2.0;0.0;2.0;0.0;0.0
0.0;6.0;0.0;0.3333333333333333;4.0;4.0;0.0;0.0;False;4.0;0.0;3.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;2.0;0.0;0.0;False;2.0;0.0;3.0;0.0;0.0
0.0;5.0;0.0;0.4;3.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0
0.0;2.0;0.0;0.5;2.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0
0.0;2.0;0.0;0.5;2.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0
0.0;29.0;0.0;0.04741379310344826;0.0;4.0;0.0;0.0;False;4.0;0.0;1.0;0.0;0.0
0.0;154.0;0.0;0.07868601986249045;154.0;2.0;0.0;0.0;True;2.0;0.0;154.0;0.0;0.0
0.0;10.0;0.0;0.1;0.0;1.0;0.0;0.0;True;1.0;0.0;10.0;0.0;0.0
0.0;38.0;0.0;0.2456140350877193;38.0;2.0;0.0;0.0;False;2.0;0.0;4.0;0.0;0.0
0.0;6.0;1.0;0.4166666666666667;4.0;3.0;0.0;0.0;False;4.0;0.0;3.0;0.0;0.0
0.0;205.0;0.0;0.04439024390243902;150.0;5.0;0.0;0.0;True;5.0;0.0;149.0;0.0;0.0
0.0;205.0;0.0;0.04439024390243902;150.0;5.0;0.0;0.0;True;5.0;0.0;149.0;0.0;0.0
0.0;205.0;0.0;0.04439024390243902;150.0;5.0;0.0;0.0;True;5.0;0.0;149.0;0.0;0.0
0.0;205.0;0.0;0.04439024390243902;150.0;5.0;0.0;0.0;True;5.0;0.0;149.0;0.0;0.0
0.0;205.0;0.0;0.04439024390243902;150.0;5.0;0.0;0.0;True;5.0;0.0;149.0;0.0;0.0
0.0;205.0;0.0;0.04439024390243902;150.0;5.0;0.0;0.0;True;5.0;0.0;149.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.25;4.0;2.0;0.0;0.0;False;2.0;0.0;4.0;0.0;0.0
0.0;5.0;0.0;0.25;3.0;7.0;0.0;0.0;False;7.0;0.0;3.0;0.0;0.0
0.0;5.0;0.0;0.25;3.0;7.0;0.0;0.0;False;7.0;0.0;3.0;0.0;0.0
0.0;10.0;0.0;0.15;7.0;2.0;0.0;0.0;False;2.0;0.0;7.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.3333333333333333;3.0;3.0;0.0;0.0;False;3.0;0.0;2.0;0.0;0.0
